ID;ACCESSION;SOURCE;ORGANISM;AUTHORS;TITLE;Assembly Method;Sequencing Technology;Location/Qualifiers;genotype;organism;mol_type;isolation_source;host;country;note
1576830188;MF444056;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7178;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830186;MF444055;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7319;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830184;MF444054;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7346;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830182;MF444053;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7142;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830180;MF444052;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7189;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830178;MF444051;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7258;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830176;MF444050;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7316;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830174;MF444049;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7194;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830172;MF444048;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7288;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830170;MF444047;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7299;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830168;MF444046;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7177;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830166;MF444045;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7304;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830162;MF444043;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7229;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830160;MF444042;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7219;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830158;MF444041;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7282;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830156;MF444040;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7243;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830154;MF444039;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7253;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830152;MF444038;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7290;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830150;MF444037;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7220;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830148;MF444036;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7277;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830146;MF444035;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7267;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830144;MF444034;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7365;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1576830142;MF444032;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7197;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1433041145;MF444030;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7235;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1433041141;MF444029;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7227;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""stools""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1433041137;MF444028;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7227;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1433041133;MF444027;"Hepeviridae
";"Hepeviridae
";"Nicot,F., Jeanne,N., Roulet,A., Lefebvre,C., Carcenac,R., Manno,M.,
";"Diversity of hepatitis E virus genotype 3
";NA;NA;         1..7320;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""blood""";"""Homo sapiens""";"""France""";"""genotype: 3"""
1562121213;MK050105;"Rocahepevirus ratti
";"Rocahepevirus ratti
";"Andonov,A., Robbins,M., Borlang,J., Cao,J., Hatchette,T.,
";"Rat hepatitis E virus linked to severe acute hepatitis in an
";"DNASTAR Lasergene v. 11 Core Suite
";"Sanger dideoxy sequencing
";         1..6972;NA;"""Rocahepevirus ratti""";"""genomic RNA""";"""serum""";"""Homo sapiens""";"""Canada""";"""ORF1"""
1561772138;MK050107;"Avian hepatitis E virus
";"Avian hepatitis E virus
";"Zhang,X., Shao,J., Li,W., Yuan,S. and Huang,S.
";"Meta-transcriptomics analysis reveals a new subtype of genotype 3
";NA;NA;         1..6655;genotype 3;"""Avian hepatitis E virus""";"""genomic RNA""";NA;"""Chicken""";"""China""";"""genotype: 3"""
1529276742;MH184584;"Hepeviridae (HEV-3e)
";"Hepeviridae
";"Grierson,S.S., McGowan,S., Cook,C., Steinbach,F. and Choudhury,B.
";"Molecular and in vitro characterisation of hepatitis E virus from
";"DNASTAR Lasergene SeqMan NGen v. 11;
";"Illumina; Sanger dideoxy sequencing
";         1..7219;NA;"""Hepeviridae""";"""genomic RNA""";"""caecal contents""";"""swine""";"""United Kingdom: England""";"""acronym: HEV-3e; genotype: 3"""
1529276738;MH184583;"Hepeviridae (HEV-3e)
";"Hepeviridae
";"Grierson,S.S., McGowan,S., Cook,C., Steinbach,F. and Choudhury,B.
";"Molecular and in vitro characterisation of hepatitis E virus from
";"DNASTAR Lasergene SeqMan NGen v. 11;
";"Illumina; Sanger dideoxy sequencing
";         1..7160;NA;"""Hepeviridae""";"""genomic RNA""";"""caecal contents""";"""swine""";"""United Kingdom: England""";"""acronym: HEV-3e; genotype: 3"""
1529276734;MH184582;"Hepeviridae (HEV-3e)
";"Hepeviridae
";"Grierson,S.S., McGowan,S., Cook,C., Steinbach,F. and Choudhury,B.
";"Molecular and in vitro characterisation of hepatitis E virus from
";"DNASTAR Lasergene SeqMan NGen v. 11;
";"Illumina; Sanger dideoxy sequencing
";         1..7159;NA;"""Hepeviridae""";"""genomic RNA""";"""caecal contents""";"""swine""";"""United Kingdom: England""";"""acronym: HEV-3e; genotype: 3"""
1529276730;MH184581;"Hepeviridae (HEV-3e)
";"Hepeviridae
";"Grierson,S.S., McGowan,S., Cook,C., Steinbach,F. and Choudhury,B.
";"Molecular and in vitro characterisation of hepatitis E virus from
";"DNASTAR Lasergene SeqMan NGen v. 11;
";"Illumina; Sanger dideoxy sequencing
";         1..7327;NA;"""Hepeviridae""";"""genomic RNA""";"""caecal contents""";"""swine""";"""United Kingdom: England""";"""acronym: HEV-3e; genotype: 3"""
1529276726;MH184580;"Hepeviridae (HEV-3e)
";"Hepeviridae
";"Grierson,S.S., McGowan,S., Cook,C., Steinbach,F. and Choudhury,B.
";"Molecular and in vitro characterisation of hepatitis E virus from
";"DNASTAR Lasergene SeqMan NGen v. 11;
";"Illumina; Sanger dideoxy sequencing
";         1..7310;NA;"""Hepeviridae""";"""genomic RNA""";"""caecal contents""";"""swine""";"""United Kingdom: England""";"""acronym: HEV-3e; genotype: 3"""
1529276722;MH184579;"Hepeviridae (HEV-3e)
";"Hepeviridae
";"Grierson,S.S., McGowan,S., Cook,C., Steinbach,F. and Choudhury,B.
";"Molecular and in vitro characterisation of hepatitis E virus from
";"DNASTAR Lasergene SeqMan NGen v. 11;
";"Illumina; Sanger dideoxy sequencing
";         1..7187;NA;"""Hepeviridae""";"""genomic RNA""";"""caecal contents""";"""swine""";"""United Kingdom: England""";"""acronym: HEV-3e; genotype: 3"""
1486643033;MG813927;"Hepeviridae
";"Hepeviridae
";"Sridhar,S., Yip,C.C., Wu,S., Cai,J., Zhang,A.J., Leung,K.H.,
";"Rat Hepatitis E Virus as Cause of Persistent Hepatitis after Liver
";"BioEdit v. 7.2.5
";"Sanger dideoxy sequencing
";         1..6942;NA;"""Hepeviridae""";"""genomic RNA""";NA;"""Rattus sp.""";"""Hong Kong""";"""ORF1"""
1500163812;MH809516;"Hepeviridae
";"Hepeviridae
";"Wang,B., Akanbi,O.A., Harms,D., Adesina,O., Osundare,F.A.,
";"A new hepatitis E virus genotype 2 strain identified from an
";NA;"Sanger dideoxy sequencing
";         1..7214;genotype 2 strain identified from an;"""Hepeviridae""";"""genomic RNA""";"""serum""";"""Homo sapiens""";"""Nigeria""";"""genotype: 2"""
1485781185;MH918640;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Akanbi,O.A., Wang,B., Harms,D., Adesina,O., Osdundare,F.A.,
";"Complete Genome Sequence of a Hepatitis E VIrus Genotype 1e Strain
";NA;"Sanger dideoxy sequencing
";         1..7202;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Nigeria""";"""subtype: HEV-1e; genotype: HEV-1"""
1477083683;MG783571;"Hepeviridae
";"Hepeviridae
";"Luk,K.C., Coller,K.E., Dawson,G.J. and Cloherty,G.A.
";"Identification of a putative novel genotype 3/rabbit hepatitis E
";"CLC Genomics Workbench v. 9.0
";"Illumina; Sanger dideoxy sequencing
";         1..7208;genotype 3/rabbit hepatitis E;"""Hepeviridae""";"""genomic RNA""";NA;NA;"""France""";"""genotype: 3/rabbit HEV"""
1477083675;MG783570;"Hepeviridae
";"Hepeviridae
";"Luk,K.C., Coller,K.E., Dawson,G.J. and Cloherty,G.A.
";"Identification of a putative novel genotype 3/rabbit hepatitis E
";"CLC Genomics Workbench v. 9.0
";"Illumina; Sanger dideoxy sequencing
";         1..7239;genotype 3/rabbit hepatitis E;"""Hepeviridae""";"""genomic RNA""";NA;NA;"""France""";"""genotype: 3i"""
1477083669;MG783569;"Hepeviridae
";"Hepeviridae
";"Luk,K.C., Coller,K.E., Dawson,G.J. and Cloherty,G.A.
";"Identification of a putative novel genotype 3/rabbit hepatitis E
";"CLC Genomics Workbench v. 9.0
";"Illumina; Sanger dideoxy sequencing
";         1..7237;genotype 3/rabbit hepatitis E;"""Hepeviridae""";"""genomic RNA""";NA;NA;"""France""";"""genotype: 3i"""
1321100687;MF959765;"Hepeviridae
";"Hepeviridae
";"De Sabato,L., Lemey,P., Amoroso,M.G., Fusco,G., Vaccari,G. and Di
";"Complete genome characterization of two unusual genotype 3
";"Spades v. 1.0; Bionumerics v. 6.5
";"IonTorrent; Sanger dideoxy sequencing
";         1..7229;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""liver""";"""wild boar""";"""Italy""";"""genotype: 3"""
1321100683;MF959764;"Hepeviridae
";"Hepeviridae
";"De Sabato,L., Lemey,P., Amoroso,M.G., Fusco,G., Vaccari,G. and Di
";"Complete genome characterization of two unusual genotype 3
";"Spades v. 1.0; Bionumerics v. 6.5
";"IonTorrent; Sanger dideoxy sequencing
";         1..7206;genotype 3;"""Hepeviridae""";"""genomic RNA""";"""liver""";"""wild boar""";"""Italy""";"""genotype: 3"""
1445799869;MG833836;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Sotomayor-Gonzalez,A., Trujillo-Ortega,M.E., Taboada-Ramirez,B.I.,
";"Phylogenetic Analysis and Characterization of the Complete
";"BBMap v. 36.99; Samtool v. 1.3.1; BCFtools
";"Illumina
";         1..7251;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""bile""";"""domestic swine""";"""Mexico""";"""subtype: a; genotype: 3"""
400354812;NC_018382;"Chirohepevirus eptesici
";"Chirohepevirus eptesici
";"Drexler,J.F., Seelen,A., Corman,V.M., Fumie Tateno,A.,
";"Bats Worldwide Carry Hepatitis E Virus-Related Viruses That Form a
";NA;NA;         1..6796;NA;"""Chirohepevirus eptesici""";"""genomic RNA""";NA;"""Eptesicus serotinus""";"""Germany""";"""ORF1"""
335352415;NC_015521;"Cutthroat trout virus
";"Cutthroat trout virus
";"Batts,W., Yun,S., Hedrick,R. and Winton,J.
";"A novel member of the family Hepeviridae from cutthroat trout
";NA;NA;         1..7310;NA;"""Cutthroat trout virus""";"""genomic RNA""";NA;"""cutthroat trout""";"""USA: Heenan Lake, California""";"""non-structural; ORF1"""
1440910688;MH330682;"Rana hepevirus
";"Rana hepevirus
";"Reuter,G., Boros,A., Toth,Z., Kapusinszky,B., Delwart,E. and
";"Detection of a novel RNA virus with hepatitis E virus-like
";"GeneDoc v. v2.7
";"Illumina; Sanger dideoxy sequencing
";         1..7188;NA;"""Rana hepevirus""";"""genomic RNA""";"""feces""";"""Rana dalmatina""";"""Hungary""";"""ORF1"""
1420869121;MG737712;"Hepeviridae
";"Hepeviridae
";"Yang,C., Wang,L., Shen,H., Zheng,Y., Gauger,P.C., Chen,Q.,
";"Detection and genomic characterization of new avian-like hepatitis
";"SPADes v. 3.5.0
";"Illumina
";         1..6788;NA;"""Hepeviridae""";"""genomic RNA""";"""fecal sample""";"""sparrow""";"""USA""";"""ORF1"""
1386784228;KY766999 KF888274 KT257561;"Hepeviridae
";"Hepeviridae
";"Monini,M., Di Bartolo,I., Ianiro,G., Angeloni,G., Magistrali,C.F.,
";"Detection and molecular characterization of zoonotic viruses in
";NA;NA;         1..7130;genotype 3 Hepatitis E;"""Hepeviridae""";"""genomic RNA""";"""feces""";"""swine""";"""Italy""";"""genotype: g3"""
957516642;LC057247;"Ferret hepatitis E virus
";"Ferret hepatitis E virus
";"Li,T.C., Yoshizaki,S., Yang,T., Kataoka,M., Nakamura,T., Ami,Y.,
";"Production of infectious ferret hepatitis E virus in a human
";NA;NA;         1..6870;NA;"""Ferret hepatitis E virus""";"""genomic RNA""";"""stool of Ferret""";"""Mustela putorius furo""";"""Japan""";"""originally submitted as 'Hepatitis E virus'"""
1382810730;MH074880;"Hepeviridae
";"Hepeviridae
";"Aggarwal,R., Agarwal,S. and Veerapu,N.S.
";"Direct Submission
";NA;"Sanger dideoxy sequencing
";         1..7208;NA;"""Hepeviridae""";"""genomic RNA""";NA;NA;"""India: Kolkata""";"""genotype: 1"""
686484079;KM516906;"Rocahepevirus ratti
";"Rocahepevirus ratti
";"Debing,Y., Emerson,S.U., Purcell,R.H., Neyts,J. and Dallmeier,K.
";"Complete genome sequence of a rat hepatitis E virus strain isolated
";NA;"Sanger dideoxy sequencing
";         1..6959;NA;"""Rocahepevirus ratti""";"""genomic RNA""";"""liver""";"""Rattus norvegicus""";"""USA: Los Angeles, CA""";"""ORF1"""
1375622467;MG600417;"Rodent hepevirus
";"Rodent hepevirus
";"Van Nguyen,D., Van Nguyen,C., Bonsall,D., Ngo,T.T.,
";"Detection and Characterization of Homologues of Human Hepatitis
";"CLC Genomics Workbench v. 10
";"Illumina
";         1..6993;NA;"""Rodent hepevirus""";"""genomic RNA""";"""liver""";"""Rattus argentiventer""";"""Viet Nam""";NA
1374427796;MG872830;"Sogatella furcifera hepe-like virus
";"Sogatella furcifera hepe-like virus
";"Wu,N., Zhang,P., Liu,W. and Wang,X.
";"Sogatella furcifera hepe-like virus: first member of a novel
";"velvet v. 1.2.10
";"Illumina; Sanger dideoxy sequencing
";         1..7312;NA;"""Sogatella furcifera hepe-like virus""";"""genomic RNA""";NA;"""Sogatella furcifera""";"""China""";"""ORF1"""
1229176315;MF480298;"Hepeviridae
";"Hepeviridae
";"Ryll,R., Eiden,M., Heuser,E., Weinhardt,M., Ziege,M., Hoper,D.,
";"Hepatitis E virus in feral rabbits along a rural-urban transect in
";NA;"Sanger dideoxy sequencing
";         1..7283;NA;"""Hepeviridae""";"""genomic RNA""";"""liver""";"""Oryctolagus cuniculus""";"""Germany: Frankfurt am Main""";"""ORF1"""
1229176311;MF480297;"Hepeviridae
";"Hepeviridae
";"Ryll,R., Eiden,M., Heuser,E., Weinhardt,M., Ziege,M., Hoper,D.,
";"Hepatitis E virus in feral rabbits along a rural-urban transect in
";NA;"Sanger dideoxy sequencing
";         1..7302;NA;"""Hepeviridae""";"""genomic RNA""";"""liver""";"""Oryctolagus cuniculus""";"""Germany: Frankfurt am Main""";"""ORF1"""
1367975964;MG020025;"Rocahepevirus ratti
";"Rocahepevirus ratti
";"Wang,B., Li,W., Zhou,J.H., Li,B., Zhang,W., Yang,W.H., Pan,H.,
";"Chevrier's Field Mouse (Apodemus chevrieri) and Pere David's Vole
";NA;"Sanger dideoxy sequencing
";         1..6977;NA;"""Rocahepevirus ratti""";"""genomic RNA""";"""liver""";"""Eothenomys melanogaster""";"""China""";NA
1367975959;MG020024;"vole hepatitis E virus
";"vole hepatitis E virus
";"Wang,B., Li,W., Zhou,J.H., Li,B., Zhang,W., Yang,W.H., Pan,H.,
";"Chevrier's Field Mouse (Apodemus chevrieri) and Pere David's Vole
";NA;"Sanger dideoxy sequencing
";         1..6974;NA;"""vole hepatitis E virus""";"""genomic RNA""";"""liver""";"""Eothenomys melanogaster""";"""China""";NA
1367975953;MG020023;"Rocahepevirus ratti
";"Rocahepevirus ratti
";"Wang,B., Li,W., Zhou,J.H., Li,B., Zhang,W., Yang,W.H., Pan,H.,
";"Chevrier's Field Mouse (Apodemus chevrieri) and Pere David's Vole
";NA;"Sanger dideoxy sequencing
";         1..6980;NA;"""Rocahepevirus ratti""";"""genomic RNA""";"""liver""";"""Apodemus chevrieri""";"""China""";NA
1367975946;MG020022;"Rocahepevirus ratti
";"Rocahepevirus ratti
";"Wang,B., Li,W., Zhou,J.H., Li,B., Zhang,W., Yang,W.H., Pan,H.,
";"Chevrier's Field Mouse (Apodemus chevrieri) and Pere David's Vole
";NA;"Sanger dideoxy sequencing
";         1..6982;NA;"""Rocahepevirus ratti""";"""genomic RNA""";"""liver""";"""Apodemus chevrieri""";"""China""";NA
1150316866;KX172133;"Hepeviridae
";"Hepeviridae
";"Wang,B., Harms,D., Papp,C.P., Niendorf,S., Jacobsen,S.,
";"Comprehensive Molecular Approach for Characterization of Hepatitis
";NA;"Sanger dideoxy sequencing
";         1..7237;NA;"""Hepeviridae""";"""genomic RNA""";"""serum""";"""Homo sapiens""";"""Germany""";"""genotype: 3"""
1150316862;KU980235;"Hepeviridae
";"Hepeviridae
";"Wang,B., Harms,D., Papp,C.P., Niendorf,S., Jacobsen,S.,
";"Comprehensive Molecular Approach for Characterization of Hepatitis
";NA;"Sanger dideoxy sequencing
";         1..7250;NA;"""Hepeviridae""";"""genomic RNA""";"""feces""";"""Homo sapiens""";"""Germany""";"""genotype: 3"""
1321100749;MG674164;"Hepeviridae
";"Hepeviridae
";"De Sabato,L., Lemey,P., Vrancken,B., Bonfanti,L., Ceglie,L.,
";"Proposal for a new subtype of the zoonotic genotype 3 Hepatitis E
";NA;"Sanger dideoxy sequencing
";         1..7130;genotype 3 Hepatitis E;"""Hepeviridae""";"""genomic RNA""";"""feces""";"""swine""";"""Italy""";"""genotype: 3"""
1331182887;MG573193;"Hepeviridae
";"Hepeviridae
";"Wist,V., Kubacki,J., Fraefel,C., Stephan,R. and Bachofen,C.
";"Full-length sequence of Hepatitis E virus (HEV) from pig liver
";"DNASTAR Lasergene Genomic Suite v. 13
";"Illumina
";         1..7242;NA;"""Hepeviridae""";"""genomic RNA""";"""liver""";"""pig""";"""Switzerland""";"""genotype: 3"""
1299194305;LC164712;"Hepatitis E virus type 3
";"Hepatitis E virus type 3
";"Suzuki,Y., Nishigaki,Y., Nakano,T., Takahashi,K. and Arai,M.
";"Subgenotype 3f strain of hepatitis E virus from a patient in Gifu,
";NA;NA;         1..7306;genotype 3f strain of hepatitis E virus from a patient in Gifu,;"""Hepatitis E virus type 3""";"""genomic RNA""";"""serum from a patient with hepatitis E""";"""Homo sapiens""";"""Japan:Gifu""";"""genotype 3f"""
1268890320;KY232313;"Hepeviridae
";"Hepeviridae
";"Chanmanee,T., Wongprompitak,P., Chainuvatit,S., Chotiyaputta,W. and
";"Epidemiological of HEV subtype in Thailand and HEV whole genome
";"BioEdit v. 7.2.5
";"Sanger dideoxy sequencing
";         1..7235;NA;"""Hepeviridae""";"""genomic RNA""";"""feces""";"""Homo sapiens""";"""Thailand""";"""genotype: 3"""
1268890316;KY232312;"Hepeviridae
";"Hepeviridae
";"Chanmanee,T., Wongprompitak,P., Chainuvatit,S., Chotiyaputta,W. and
";"Epidemiological of HEV subtype in Thailand and HEV whole genome
";"BioEdit v. 7.2.5
";"Sanger dideoxy sequencing
";         1..7235;NA;"""Hepeviridae""";"""genomic RNA""";"""serum""";"""Homo sapiens""";"""Thailand""";"""genotype: 3"""
398739382;JQ001749;"Bat hepatitis E virus
";"Bat hepatitis E virus
";"Drexler,J.F., Seelen,A., Corman,V.M., Fumie Tateno,A.,
";"Bats Worldwide Carry Hepatitis E Virus-Related Viruses That Form a
";NA;NA;         1..6796;NA;"""Bat hepatitis E virus""";"""genomic RNA""";NA;"""Eptesicus serotinus""";"""Germany""";"""ORF1"""
1238331301;KX827238;"Swine hepatitis E virus
";"Swine hepatitis E virus
";"Li,H., Tu,Y. and Cai,X.
";"Genotype analysis of swine hepatitis E virus in Heilongjiang
";NA;"Sanger dideoxy sequencing
";         1..7255;NA;"""Swine hepatitis E virus""";"""genomic RNA""";"""liver""";"""swine""";"""China""";NA
1059844121;KT581448;"Hepatitis E virus type 3
";"Hepatitis E virus type 3
";"Lin,J.J.L., Norder,H.H.N., Belak,S.S.B. and Widen,F.F.W.
";"Near complete single amplicon PCR of porcine Hepatitis E virus
";NA;"Sanger dideoxy sequencing
";         1..7317;NA;"""Hepatitis E virus type 3""";"""genomic RNA""";"""liver""";"""swine""";"""Spain""";"""subtype: 3f; genotype: 3"""
1059844117;KT581447;"Hepatitis E virus type 3
";"Hepatitis E virus type 3
";"Lin,J.J.L., Norder,H.H.N., Belak,S.S.B. and Widen,F.F.W.
";"Near complete single amplicon PCR of porcine Hepatitis E virus
";NA;"Sanger dideoxy sequencing
";         1..7186;NA;"""Hepatitis E virus type 3""";"""genomic RNA""";"""feces""";"""swine""";"""Sweden: Dalarna""";"""subtype: 3f; genotype: 3"""
1059844113;KT581446;"Hepatitis E virus type 3
";"Hepatitis E virus type 3
";"Lin,J.J.L., Norder,H.H.N., Belak,S.S.B. and Widen,F.F.W.
";"Near complete single amplicon PCR of porcine Hepatitis E virus
";NA;"Sanger dideoxy sequencing
";         1..7200;NA;"""Hepatitis E virus type 3""";"""genomic RNA""";"""serum""";"""wild boar""";"""Sweden: Halland""";"""subtype: 3f; genotype: 3"""
